Data Export - Filters applied:    (none) Data As Of FEB 2024,,,,,,,,,,,,,,,
Factory Name,Factory Type,Product Type Type,"Nike, Inc. Brand(s)",Events,Supplier Group,Address,City,State,Postal Code,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers,Country/Region
SAN FANG (TR1) (CHINA),MATERIALS,Footwear,Nike,,SAN FANG,YUE YUEN INDUSTRIAL PARK,"DONGGUAN, GUANGDONG",Guangdong,511700,N ASIA,307,225,20,0,China
Song Hong - Nghia Hung Garment Joint Stock Company,FINISHED GOODS,Apparel,Nike,,SONG HONG NGHIA HUNG COMPANY,Group 12 Nghia Phong Town Nghia Hung District,Nam Dinh,Nam Ðnh,420000,SE ASIA,1976,1543,80,0,Vietnam
MAXPORT LIMITED VIET NAM NAM DINH BRANCH MAXPORT 05,FINISHED GOODS,Apparel,Nike,Collegiate,MAXPORT,Lot No85 Map No44,Nam Dinh,Nam Ðnh,42000,SE ASIA,1407,1230,83,0,Vietnam
"Fu-Luh Shoes Co., LTD",FINISHED GOODS,Footwear,Nike,,CHING LUH,Tri Yen Hamlet Tan Kim Commune Can Giuoc County,Long An,Long An,82500,SE ASIA,11427,10161,76,0,Vietnam
"TIONG LIONG-Tiong Liong Industrial Co., Ltd. (Lamination)",MATERIALS,Footwear,Nike,,TIONG LIONG GROUP,NO 8 Lane 758 SEC 3 ZHONGQING RD,Taichung City,Taichung,428,N ASIA,67,28,0,18,Taiwan
"CHANG SHIN VIETNAM CO., LTD",FINISHED GOODS,Footwear,Nike,,CHANGSHIN,Lot C Loc An Binh Son Industrial Zone,Long Thanh District,Ðng Nai,00061,SE ASIA,5804,5241,89,0,Vietnam
"Future Garment Co., Ltd.",FINISHED GOODS,Apparel,Nike,,HI TECH,211 18 26,Bangkok,Bangkok,10120,SE ASIA,430,351,66,91,Thailand
Qingyuan City Liannan Yao Nationality Autonomous County Rongfang Footwear,FINISHED GOODS,Footwear,Nike,Collegiate,SHOETOWN,"50 Yan Jiang East Road,San Jiang Town Lian Nan County",QING YUAN,Guangdong,513300,N ASIA,733,677,96,0,China
"Cheng Horng Industrial Co., Ltd.",MATERIALS,Apparel,Nike,,LITTLE KING,No 230 Hongzun Road,Taoyuan,Taoyuan,324,N ASIA,111,88,22,49,Taiwan
GreenTech Headgear Company Limited,FINISHED GOODS,Apparel,Nike,Collegiate,ASIAN SOURCING HEADWEAR,D02 Street Chau Duc Industrial Zone,Chau Duc,Bà Ra - Vung Tàu,78000,SE ASIA,2250,1562,58,0,Vietnam
Gianel Shoes srl,FINISHED GOODS,Footwear,Converse,,GIANEL,ZONA INDUSTRIALE,CASARANO,Lecce,73042,EMEA,157,152,92,4,Italy
Apple Apparel Cambodia Co Ltd,FINISHED GOODS,Apparel,Nike,,RAMATEX,Phum Chumpou Voin,Phonm Penh,Phnom Penh,120911,SE ASIA,1532,1391,79,0,Cambodia
"Annora Vietnam  Footwear Co.,Ltd",FINISHED GOODS,Footwear,Nike,,HUALI,Nghi Son Economic Zone,Nghi Son Township,Thanh Hóa,450000,SE ASIA,20025,18012,90,0,Vietnam
ArtFX Concord,FINISHED GOODS,Apparel,Nike,,TEGRA,244 Manor Ave SW,Concord,North Carolina,28025,AMERICAS,116,104,49,12,USA
TKG TAEKWANG VINA JOINT STOCK COMPANY-MY THO BRANCH,FINISHED GOODS - COMPONENTS,Footwear,Nike,,TAEKWANG,864 Street C group,My Tho,Tin Giang,860000,SE ASIA,5320,4761,94,0,Vietnam
Pou Chen Corporation,FINISHED GOODS,Footwear,Nike,,POU CHEN,No 2 Fugong Rd,Changhua,Changhua,506027,N ASIA,1748,507,64,0,Taiwan
"Vietnam Golden Victory Co., Ltd.",FINISHED GOODS,Footwear,Nike,Collegiate,STELLA,DONG KY VILLAGE NGHIA MINH WARD NGHIA HUNG DISTRICT,Nam Dinh,Nam Ðnh,420000,SE ASIA,8954,8176,80,0,Vietnam
Zhejiang Guangtai Delta Socks Co. Ltd.,FINISHED GOODS,Equipment,Nike,Collegiate,DELTA,36 Kaixiang Avenue,Datang Street Zhuji,Zhejiang,311812,N ASIA,205,13,65,0,China
"Oriental Garment Co., Ltd – Nongbuadang",FINISHED GOODS,Apparel,Nike,,ORIENTAL GARMENT,178 Moo 17,Nongbuadang,Chaiyaphum,36210,SE ASIA,353,350,71,0,Thailand
EUN SUNG GLOBAL CO LTD (KOREA),MATERIALS,Footwear,Nike,,EUN SUNG GLOBAL,39 DONGBUK RO 473 BEON GIL,"Gimhae, Gyeongnam",Gyeongsangnamdo,621 010,N ASIA,31,13,38,0,South Korea
Interloop Limited,FINISHED GOODS,Equipment,Nike,,INTERLOOP,7 km Khurrianwala Jaranwala Road,Faisalabad,Punjab,37660,S ASIA,8771,6527,10,0,Pakistan
TKG TAEKWANG VINA JOINT STOCK COMPANY,FINISHED GOODS,Footwear,Nike,,TAEKWANG,No 8 Road 9A,BIEN HOA,Ðng Nai,700000,SE ASIA,15098,11877,80,0,Vietnam
Sportek,FINISHED GOODS,Footwear,Nike,,DIAMANT,Milosa Oblica,Kotor Varos,Republika Srpska,78220,EMEA,1998,1835,71,0,Bosnia
KURARAY CO LTD (CLARINO) (TR1) (TR1) (CHINA),MATERIALS,Footwear,Nike,,KURARAY,NO 1568 Dongfang Road Jiaxing,Jiaxing Zhejiang,Zhejiang,314031,N ASIA,390,200,60,0,China
Dass Sul Calcados e Artigos Esportivos Ltda,FINISHED GOODS,Apparel,Nike,,CLASSICO,"Marcilio Dias, 10",Saudades,Santa Catarina,89868-000,AMERICAS,842,320,77,51,Brazil
"Fujian Xiefeng Footwear Co.,Ltd.",FINISHED GOODS,Footwear,Nike,,FENG TAY,"Xi Tian Wei Town,Licheng Distric",Putian,Fujian,351131,N ASIA,4942,4121,76,0,China
PT. SHOETOWN LIGUNG INDONESIA,FINISHED GOODS,Footwear,Nike,Collegiate,SHOETOWN,"JALAN LANUD SUKANI, DESA BUNTU",MAJALENGKA,Jawa Barat,45456,S ASIA,11525,9903,36,0,Indonesia
SAN FANG (TR1) (VIETNAM),MATERIALS,Footwear,Nike,,SAN FANG,LOT II4 MY XUAN A2 INDUSTRIAL PARK,PHU MY TOWN,Bà Ra - Vung Tàu,78707,SE ASIA,1182,960,20,2,Vietnam
"Eagle Nice (Yifeng) Garments Co., Ltd",FINISHED GOODS,Apparel,Nike,,EAGLE NICE,No 76 Gong Zhang Road,Yifeng,Jiangxi,336300,N ASIA,1963,1570,98,0,China
PT ECLAT TEXTILE INTERNATIONAL,FINISHED GOODS,Apparel,Nike,Collegiate,ECLAT,Jl SAPTARENGGA No 11 Kel Wonorejo Kec Kaliwungu,Kendal,Jawa Tengah,51372,S ASIA,3041,2843,95,1,Indonesia
Pingxiang City Guangxuan Footwear Co. Ltd.,FINISHED GOODS - COMPONENTS,Footwear,Nike,Collegiate,SHOETOWN,"Zhuting industrial zone, Xuanfeng town, Luxi county Pingxiang city,",Pingxiang,Jiangxi,337000,N ASIA,803,723,95,0,China
Viet Long Hung Garment Company Limited,FINISHED GOODS,Apparel,Nike,Collegiate,SOUTH ISLAND,"Hung Thanh Hamlet, Long Hung Ward",Go Cong Town,Tin Giang,860000,SE ASIA,2037,1941,68,0,Vietnam
YOU YOUNG (VIETNAM),MATERIALS,Footwear,Nike,,YOU YOUNG,Lot L VIET HUNG 2 INDUSTRIAL PARK,"Ben Cat, Binh Duong",Bình Duong,820000,SE ASIA,285,230,15,0,Vietnam
ROLLSPORT VIETNAM FOOTWEAR LIMTED,FINISHED GOODS - COMPONENTS,Footwear,Nike,,HUALI,TAY HO VILLAGE,Tho Xuan,Thanh Hóa,440000,SE ASIA,2305,2216,86,0,Vietnam
Ningbo Shenzhou Knitting Co. Ltd. -#6 Garment Factory,FINISHED GOODS,Apparel,Nike,Collegiate,SHENZHOU,INTERSECTION OF DAGANG ROAD 5th ROAD,NingBo,Zhejiang,315800,N ASIA,2352,2100,70,0,China
NAM THIEN COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,Collegiate,SOUTH ISLAND,Lot IV No 13 No 4 Street,Ho Chi Minh,Ho Chi Minh,700000,SE ASIA,478,412,78,0,Vietnam
KUO YUEN (TR1) (CHINA),MATERIALS,Footwear,Nike,,KUO YUEN,NO 2 Jing Cheng 2 Road Huang Jiang Dong Guan China,Dongguan,Guangdong,523750,N ASIA,205,152,41,0,China
"Xiamen Hongting Garment Co., Ltd.",FINISHED GOODS,Apparel,Nike,,HADDAD,No175 Ji an Road tongan District,Xiamen,Fujian,361100,N ASIA,96,87,87,0,China
TIGAMARO SRL,FINISHED GOODS,Apparel,Nike,,TIGAMARO,Via Cristoforo Colombo 164,Macerata,Macerata,62029,EMEA,118,100,92,4,Italy
Maxport Limited (Viet Nam) - Thai Binh Branch,FINISHED GOODS,Apparel,Nike,Collegiate,MAXPORT,Lot with area of 110238 m2,Vu Thu,Thái Bình,410000,SE ASIA,2670,2277,75,0,Vietnam
Dass Nordeste Calcados e Artigos Esportivos Ltda,FINISHED GOODS,Footwear,Nike,,DASS,Av Juracy Magalhaes 5100,Vitoria da Conquista,Bahia,45023-490,AMERICAS,1443,1093,39,0,Brazil
MAS Al Safi Apparel Manufacturing LLC ,FINISHED GOODS,Apparel,Nike,,MAS HOLDINGS,Dulailet Alhamaideh Leb and Mlaih,Madaba,Madaba,11636,EMEA,575,421,80,19,Jordan
YANCHENG XINBO GARMENTS CO LTD,FINISHED GOODS,Apparel,Converse,,DECOR,NO11 CHANGJIANG RD,Yancheng,Jiangsu,224007,N ASIA,178,153,94,0,China
Diamant srl,FINISHED GOODS,Footwear,Nike,,DIAMANT,Viale del Lavoro 8,Sorga,Verona,37060,EMEA,250,188,70,5,Italy
Yangxin Poujia Footwear Co. Ltd.,FINISHED GOODS,Footwear,Nike,,POU CHEN,No 1 Baojia Rd North Industrial Park YangXin HUBEI CHINA,Huangshi,Hubei,435200,N ASIA,2015,1692,96,0,China
ENVA TEXTILE GROUP FOR SOCKS PRODUCTION SE,FINISHED GOODS,Apparel,Nike,,ENVA TEXTILE GROUP,ISMAILIA PUBLIC FREE ZONE,ISMAILIA,AI Isma iliyah,41639,EMEA,239,159,59,0,Egypt
Lotus Footwear Enterprises Ltd. (India Branch) - Unit 1,FINISHED GOODS,Footwear,Nike,,FENG TAY,Plot No 3B SIPCOT Industrial Park,Thiruvannamalai,Tamil Nadu,631701,S ASIA,6548,6110,52,0,India
ISA INDUSTRIAL CO LTD (VIETNAM),MATERIALS,Footwear,Nike,,ISA,LOT M2 M3 VIET HUONG 2 INDUSTRIAL ZONE AN TAY VILLAGE,Binh Duong,Bình Duong,75000,SE ASIA,610,560,48,4,Vietnam
"Atoms., Inc",FINISHED GOODS,Equipment,Nike,,ATOMS,"156-4,DAIFUKU",SAKURAI,Nara,6330067,N ASIA,3,1,0,0,Japan
Haivina Hong Linh Co. Ltd,FINISHED GOODS,Equipment,Nike,,HAIVINA HONG,Nam Hong Industrial Zone,Ha Tinh Province,Hà Tinh,480000,SE ASIA,1283,1154,98,0,Vietnam
GB LIGHT CO LTD (VIETNAM),MATERIALS,Footwear,Nike,,GB LIGHT,LOT B2 7,Thu Dau Mot,Bình Duong,75000,SE ASIA,39,24,0,13,Vietnam
Lucky Star Vietnam Garment Company Limited,FINISHED GOODS,Apparel,Nike,,LUCKY STAR,No 108 part of lot D road No 3 Dong An IP Binh Hoa Ward,Thuan An,Bình Duong,820000,SE ASIA,1173,1063,76,0,Vietnam
"Suning County Zhongyuan Textile Co.,Ltd.",MATERIALS,Footwear,Converse,,HAIAN,Three kilometers South of the City Suning County,Cangzhou,Hebei,062350,N ASIA,42,37,60,0,China
"VIETNAM DONA ORIENT CO., LTD",FINISHED GOODS,Footwear,Nike,,FENG TAY,Song May Industrial Zone Bac Son Ward,Trang Bom,Ðng Nai,76000,SE ASIA,10252,9604,64,0,Vietnam
Team Edition Apparel,FINISHED GOODS,Apparel,Nike,,TEAM EDITION,4208 19th Street Court East,Bradenton,Florida,34208,AMERICAS,153,122,66,0,USA
PT. DEAN SHOES,FINISHED GOODS,Footwear,Nike,,DEAN SHOES,Dusan Serang RT 10 RW 05,Karawang Timur,Jawa Barat,41373,S ASIA,3338,2971,90,1,Indonesia
DUCKSAN CO LTD (KOREA),MATERIALS,Footwear,Nike,,DUCKSAN,76 Opoanro,Gyeonggi Do,Gyeonggido,12774,N ASIA,11,10,10,20,South Korea
JOONGANG TEXTILE CO LTD (WARP/WEFT KNIT),MATERIALS,Footwear,Nike,,JOONGANG TEXTILE,15 Dadae ro 320beon gil,Busan,Busan Gwangyeogsi,49469,N ASIA,75,28,43,4,South Korea
"Jiangxi Guangyou Shoetown Footwear Co., Ltd.",FINISHED GOODS,Footwear,Nike,Collegiate,SHOETOWN,"Xiangtang village, Xiangtang town",Nanchang,Jiangxi,330201,N ASIA,1477,1136,84,0,China
TEXTILES INTERNATIONAL OF EGYPT LTD.,FINISHED GOODS,Apparel,Nike,,TIE TEXTILES,PUBLIC FREE ZONE  NASR CITY,CAIRO,Ash Sharqiyah,11816,EMEA,567,481,52,0,Egypt
"FREETREND INDUSTRIAL A (VIETNAM) CO., LTD",FINISHED GOODS,Footwear,Nike,Collegiate,DEAN SHOES,"LOT.1-4, 10-13, 26-37, Road no3, Industrial Zone In,",Ho Chi Minh City,Ho Chi Minh,70000,SE ASIA,9354,8569,90,0,Vietnam
KUO YUEN (VIETNAM),MATERIALS,Footwear,Nike,,KUO YUEN,NHON TRACH 3 INDUSTRIAL ZONE NHON TRACH DISTRICT,Dong Nai,Ðng Nai,810000,SE ASIA,252,183,70,6,Vietnam
MAS KREEDA Shadeline ,FINISHED GOODS,Apparel,Nike,,MAS HOLDINGS,MAPAKADEWEWA,MAHIYANGANAYA,Monaragala,90730,S ASIA,156,123,85,0,Sri Lanka
LIM SRL,FINISHED GOODS,Footwear,Converse,,LIM,VIA FRASSENARA 21,Montagnana,Padova,35044,EMEA,39,29,15,24,Italy
Rollsport Vietnam Footwear Limited,FINISHED GOODS,Footwear,Nike,,HUALI,Hoang Long Industrial Zone,Thanh Hoa,Thanh Hóa,440000,SE ASIA,17400,15804,91,0,Vietnam
FORMOSA TAFFETA VIETNAM CO LTD,MATERIALS,Apparel,Nike,,FORMOSA TAFFETA,Section 1 Nhut Chanh Com Ben Luc District,Ben Luc District,Long An,81000,SE ASIA,1061,920,48,3,Vietnam
Hua Feng Haptic Vietnam,FINISHED GOODS - COMPONENTS,Footwear,Nike,,HUA FENG TEXTILE,Textile Workshop 4th floor,Nhon Trach,Ðng Nai,76266,SE ASIA,93,86,50,6,Vietnam
ORIENTAL GARMENT AN GIANG CO LTD,FINISHED GOODS,Apparel,Nike,,ORIENTAL GARMENT,PLOT K BINH HOA IZ BINH HOA COMMUNE CHAU THANH DISTRICT,AN GIANG,An Giang,90000,SE ASIA,530,453,81,0,Vietnam
"United Sweethearts Garment (Vietnam) Co., Ltd.",FINISHED GOODS,Apparel,Nike,Collegiate,UNITED SWEETHEART,Road 10 Nhon Trach I Industrial Zone,Dong Nai,Ðng Nai,810000,SE ASIA,3284,2397,85,0,Vietnam
"ELITE INVESTMENT WORLDWIDE CO., LTD",FINISHED GOODS,Apparel,Nike,,TUNG MUNG,1657 3E NATIONAL ROAD,HO CHI MINH,Ho Chi Minh,700000,SE ASIA,1411,1289,66,0,Vietnam
GOLD LONG JOHN (TR1) (CHINA),MATERIALS,Footwear,Nike,,GOLD LONG JOHN,NO 95 GAO PING INDUSTRIAL ZONE SAN JIAO TOWN,Zhongshan Guangdong,Guangdong,528445,N ASIA,242,137,55,0,China
PT Eagle Nice Indonesia,FINISHED GOODS,Apparel,Nike,,EAGLE NICE,JL Raya Serang,Kabupaten Serang,Banten,42186,S ASIA,2906,1989,73,1,Indonesia
SHANGHAI YKK ZIPPER CO LTD (NANHUI),MATERIALS,Apparel,Nike,,YKK,1258 FeiDu Road Nanhui District,Shanghai,Shanghai,201306,N ASIA,2,1,1,100,China
MAXIM SMART MANUFACTURING CO LTD,MATERIALS,Apparel,Nike,,MAXIM,No 398 Jinxiu Rd Yaozhuang Town Jiashan,Jiaxing,Zhejiang,314117,N ASIA,590,293,62,0,China
TTG Co. Ltd.,FINISHED GOODS,Apparel,Nike,Collegiate,SOUTH ISLAND,B1-4 Industrial Zone,Tien Giang,Long An,3937350,SE ASIA,42,33,42,0,Vietnam
JDTEX INDUMENTARIA S.A.,FINISHED GOODS,Apparel,Converse,,JDTEX INDUMENTARIA SA,Juan Iribarne 960,Lujan,Buenos Aires,B6700,AMERICAS,33,28,74,0,Argentina
Guangzhou Jin Hong Yuan Leather,FINISHED GOODS,Apparel,Nike,,"GAUNGZHOU JIN HONG YUAN LEATHER PRODUCT CO., LTD",16 SANHE STREET JINGKOU ROAD SHILING TOWN HUADU DISTRICT,guangzhou,Guangdong,510000,N ASIA,11,11,72,0,China
"Shandong Yuanchenghe Garment Co.,Ltd",FINISHED GOODS,Apparel,Nike,Collegiate,FAR EASTERN,Huan cheng Science and Technology Park,Taian City,Shandong,271400,N ASIA,176,137,89,0,China
TCS SRL,FINISHED GOODS,Apparel,Nike,,TCS,VIA REGINA TEODOLINDA 47,Como,Como,22100,EMEA,17,14,57,0,Italy
Grumax,FINISHED GOODS,Apparel,Nike,,GRUPO,Av Lazaro Cardenas S N,Xalapa,Veracruz,91180,AMERICAS,591,441,57,0,Mexico
PT Marel Sukses Pratama,FINISHED GOODS,Equipment,Converse,,PT MAP,JL Baru Mulungan Gondang Penen,Yogyakarta,Yogyakarta,55285,S ASIA,171,130,41,0,Indonesia
"Maxim Label and Packaging Vietnam Co., Ltd",MATERIALS,Apparel,Nike,,MAXIM,No 33  6th Street,Thuan An,Bình Duong,72000,SE ASIA,661,391,54,3,Vietnam
Marbelys 2,FINISHED GOODS,Apparel,Nike,,MARBELYS,5a Avenida 0 03 zona 2,San Pedro Sacatepequez,Guatemala,01058,AMERICAS,112,109,56,0,Guatemala
"Xinchang Shoes Co.,Ltd",FINISHED GOODS - COMPONENTS,Footwear,Nike,Collegiate,DEAN SHOES,Huafeng Industry Garden,Xinning,Guangdong,510000,N ASIA,4438,4060,87,0,China
Walt USA LLC,FINISHED GOODS,Equipment,Nike,,ZHEJIANG WALT,2929 N Main St,N Logan,Utah,84341,AMERICAS,43,39,24,5,USA
XIANG ZHOU LEATHER CO LTD (CHINA),MATERIALS,Footwear,Nike,,XIANG ZHOU LEATHER,Chihu Industry Area Zhangzhou Fujian China,"Zhangzhou, Fujian",Fujian,363209,N ASIA,360,290,45,0,China
DAEHWA INDONESIA PT (TR1) (INDONESIA),MATERIALS,Footwear,Nike,,DAEHWA,Bekasi Intl Industrial Estate Block,BEKASI,Jawa Barat,17550,S ASIA,334,262,31,0,Indonesia
"Vertex One Apparel Phils., Inc.",FINISHED GOODS,Apparel,Nike,,SPORTS CITY,Crescent Road Lot 8 Block 4,Lapu Lapu City,Cebu,6015,N ASIA,2151,1329,40,0,Philippines
Avery Dennison RIS Vietnam Co. Ltd.,MATERIALS,Footwear,Nike,,AVERY DENNISON,LOT E01 TRUNG TAM ROAD,Can Giuoc,Long An,850000,SE ASIA,2779,1983,42,0,Vietnam
"Tremon Sporting Goods Enterprise Co.,Ltd",FINISHED GOODS,Equipment,Nike,,TREMON,Road No 5 Trang Bang Industrial Park,Tay Ninh,Tây Ninh,80000,SE ASIA,1610,1309,48,1,Vietnam
"Huajin Textile Printing &Dyeing Co.,LTD",MATERIALS,Footwear,Converse,,HUAJIN,No 1688 Huajin Street,Linyi County,Shanxi,044100,N ASIA,878,689,55,14,China
MAS KREEDA Intimo,FINISHED GOODS,Apparel,Nike,,MAS HOLDINGS,Lot 49 58 59 BEPZ,Colombo,Colombo,42000,S ASIA,235,165,85,0,Sri Lanka
Sung Shin Chemical,FINISHED GOODS,Equipment,Nike,,JR286,28 Gunpocheomdansaneop 1 ro,Gunpo-si,Gyeonggido,15881,N ASIA,16,14,86,21,South Korea
TRIMCO GROUP (HONG KONG) CO LTD,MATERIALS,Apparel,Nike,,TRIMCO GROUP,Flat G 8Floor City Industrial Complex,Kwai Chung,Guangdong,999077,N ASIA,227,72,70,0,China
MAS KREEDA Synergy ,FINISHED GOODS,Apparel,Nike,Collegiate,MAS HOLDINGS,A3 Seethawaka Export Processing zone,Avissawella,Colombo,10700,S ASIA,2432,2312,65,0,Sri Lanka
PT DAEWON ECO INDONESIA,MATERIALS,Footwear,Nike,,DAEWON,Jl Pinang Blok F23 No 11E and 11F Delta Silicon 3,Bekasi,Jawa Barat,17530,S ASIA,37,20,9,25,Indonesia
Cooperativa Textil Seuca Ltda.,FINISHED GOODS,Apparel,Converse,,COOPERATIVA TEXTIL SEUCA,Las Heras 513,Guaymallen,Mendoza,M5521,AMERICAS,21,17,80,0,Argentina
Ha Noi Garment No. 40 Joint Stock Company,FINISHED GOODS,Apparel,Nike,,MAXPORT,88 Ha Dinh Thanh Xuan Dist,Ha Noi City,Ha Noi,800000,SE ASIA,246,70,80,0,Vietnam
Kartli Textile Ltd,FINISHED GOODS,Apparel,Nike,,MILTEKS,20 Gagarini street,Rustavi,Tbilisi,3700,EMEA,1278,1183,97,0,Georgia
"Long Yue Shoes Industrial Hui Zhou Co.,Ltd.",FINISHED GOODS - COMPONENTS,Footwear,Nike,Collegiate,DEAN SHOES,Longting Industrial Zone Longxi Town Boluo County,Huizhou,Guangdong,516000,N ASIA,469,400,70,0,China
"JIAXING QUANG VIET GARMENT CO., LTD.",FINISHED GOODS,Apparel,Nike,,QUANG VIET,Pingxingxian Tongxinduan 318 Xindai Town,Ping Hu,Zhejiang,314211,N ASIA,1401,1272,62,0,China
"YongZhou Kaixin Shoetown Footwear Co., Ltd.",FINISHED GOODS,Footwear,Nike,Collegiate,SHOETOWN,Intersection of Zhenxing Rd,Yong Zhou,Hunan,425300,N ASIA,603,541,90,0,China
"PREMIER GLOBAL (VIETNAM) GARMENT FACTORY CO., LTD",FINISHED GOODS,Apparel,Nike,,NICE APPAREL,LOT C  STREET 1 DONG AN INDUSTRIAL PARK BINH HOA WARD,THUAN AN CITY,Bình Duong,82000,SE ASIA,1996,1727,68,0,Vietnam
Genesis Sports Technology Co. Ltd,FINISHED GOODS,Apparel,Nike,,GENESIS,Hai Hung Commune Hai Hau District Nam Dinh Province Viet Nam,Nam Dinh (Nam Dinh),Nam Ðnh,07000,SE ASIA,243,213,55,6,Vietnam
"CCH TOP VN CO., LTD.",FINISHED GOODS,Apparel,Nike,,CHUAN CHENG,Tan Thuan Road Tan Thuan Export Processing Zone Dist 7,HO CHI MINH,Ho Chi Minh,7000,SE ASIA,1661,1576,85,0,Vietnam
SMS Konfeksiyon Sanayi ve Ticaret A.S,FINISHED GOODS,Apparel,Nike,,YESIM,Firat Mah 943,Agri,Agri,04200,EMEA,645,600,36,0,Turkey
"Style Textile(Pvt.) Limited, (Manga)",MATERIALS,Apparel,Nike,Collegiate,STYLE TEXTILE,Two and half Km off Manga Raiwind Road,Kasur/Lahore,Punjab,55150,S ASIA,9937,6157,1,0,Pakistan
Jade Apparel Industries SAE,FINISHED GOODS,Apparel,Nike,,YESIM,New Borg El Arab city,Alexandria,Ad Daqahliyah,21934,EMEA,1091,541,20,4,Egypt
Gain Lucky (Vietnam) Limited,MATERIALS,Apparel,Nike,,SHENZHOU,NO 40 6 N14 Street,Phuoc Dong Ward,Tây Ninh,80700,SE ASIA,9032,8781,46,0,Vietnam
PONY LEATHER CORPORATION (TAIWAN),MATERIALS,Footwear,Nike,,PONY LEATHER CORPORATION,NO 191 SEC 3 CHUNG SHAN ROAD,Changhua,Changhua,512,N ASIA,250,190,40,0,Taiwan
PT Pratama Abadi Industri,FINISHED GOODS,Footwear,Nike,,PRATAMA,Jl. Raya Serpong Km. 7,Tangerang Selatan,Banten,15325,S ASIA,5661,4483,83,0,Indonesia
Taitat Putra Rejeki,FINISHED GOODS,Equipment,Converse,,PT MAP,JL. Industri No. 54 Citeureup Kab. Bogor,Bogor,Jawa Barat,16110,S ASIA,66,50,75,2,Indonesia
"Xiamen Kaiyuan Technology Co.,Ltd",FINISHED GOODS,Apparel,Nike,,XIAMEN KAIYUAN,2nd floor No 250 Jinting North Road,Xiamen,Fujian,361023,N ASIA,29,22,77,0,China
"PHUC TAI TAY NINH CO., LTD",FINISHED GOODS,Footwear,Nike,,SPORTS GEAR,Lot B7 Tan Hoi Industrial cluster,Tay Ninh,Tây Ninh,80000,SE ASIA,350,309,85,0,Vietnam
Avery Dennison RIS Italia S.r.l.,FINISHED GOODS - COMPONENTS,Footwear,Nike,,AVERY DENNISON,Strada Provinciale Bonifica 39 41,Ancarano,Teramo,64010,EMEA,384,241,42,3,Italy
AVERY DENNISON RIS HONDURAS S DE R,FINISHED GOODS - COMPONENTS,Apparel,Nike,,AVERY DENNISON,ZIP BUFALO,Villanueva,Cortés,504,AMERICAS,950,800,35,1,Honduras
Jade Apparel Industries,FINISHED GOODS,Apparel,Nike,,YESIM,3RD INDUSTRIAL ZONE,ALEXANDRIA,AI Iskandariyah,21533,EMEA,812,561,34,3,Egypt
"Yichun Yisen Industry Co., Ltd",FINISHED GOODS - COMPONENTS,Footwear,Nike,,POU CHEN,Economic and Technological Development Zone,Yichun city,Jiangxi,336000,N ASIA,3373,2896,98,0,China
PT MAS ARYA INDONESIA,FINISHED GOODS,Apparel,Nike,,MAS HOLDINGS,Tugu Wijaya Road VI 7 Kawasan Industri,Semarang,Jawa Tengah,50181,S ASIA,2110,1960,100,1,Indonesia
"Fujian Lifeng Footwear Industrial Development CO.,LTD.",FINISHED GOODS,Footwear,Nike,,FENG TAY,Wutang Town Hanjiang District Putian City Fujian Province,Putian,Fujian,351119,N ASIA,3830,3207,75,0,China
Ajara Textile Ltd,FINISHED GOODS,Apparel,Nike,,MILTEKS,31 Motserelia Str,Poti,Samegrelo-Zemo Sva,4400,EMEA,1367,1235,92,0,Georgia
WELLPOWER SPORTING GOODS CO LTD,FINISHED GOODS,Equipment,Nike,Collegiate,WELLPOWER,NO 112 LIAOFU ROAD,Dongguan,Guangdong,523425,N ASIA,680,500,74,0,China
"HONG SHENG LEATHER DONGGUAN IND. CO., LTD",FINISHED GOODS,Equipment,Nike,Collegiate,GUANG DER,No25,Dong Guan,Guangdong,523121,N ASIA,804,642,66,0,China
Stretchline (Zhongshan) Limited,MATERIALS,Apparel,Nike,,STRETCHLINE,Industrial area,Zhongshan,Guangdong,528459,N ASIA,518,471,34,0,China
PT. CCH INDONESIA,FINISHED GOODS,Apparel,Nike,,CHUAN CHENG,Jl Desa Giriasih No 16,Bandung Barat,Jawa Barat,40552,S ASIA,1821,1676,61,0,Indonesia
SongSen Garment Suzhou Ltd,FINISHED GOODS,Apparel,Nike,,RAMATEX,168 Liu Feng Road,Suzhou,Jiangsu,215124,N ASIA,619,585,80,0,China
YKK (THAILAND) CO LTD,MATERIALS,Apparel,Nike,,YKK,689 Sukhumvit Rd KM 35,Samutprakarn,Samut Prakan,10280,SE ASIA,2,1,1,100,Thailand
"NAN YANG GARMENT CO.,LTD",FINISHED GOODS,Apparel,Nike,Collegiate,NAN YANG,166 168 170 172 Moo 1,Sampran,Nakhon Pathom,73110,SE ASIA,1425,1365,65,82,Thailand
COOPERSHOES - COOPERATIVA DE TRABALHO E INDUSTRIA DE CALCADOS JOANETENSE LTDA Las Flores,FINISHED GOODS,Footwear,Converse,,COOPERSHOES,Calle El Molino,Las Flores,Buenos Aires,7200,AMERICAS,256,220,35,0,Argentina
PT. CHANGSHIN  REKSA JAYA,FINISHED GOODS,Footwear,Nike,,CHANGSHIN,Kp Karang Mekar RT 002 RW 008,GARUT,Jawa Barat,44152,S ASIA,10650,9286,97,0,Indonesia
